学校名,类型,省,市,区县
宣武回民小学校,小学,北京市,北京市,西城区
北京日坛中学实验学校晨光校区,小学,北京市,北京市,朝阳区
志成小学西校区,小学,北京市,北京市,西城区
城南中心邓庄小学,小学,北京市,北京市,昌平区
潞城镇中心小学,小学,北京市,北京市,通州区
北京市海淀区六郎庄小学,小学,北京市,北京市,海淀区
五爱屯小学,小学,北京市,北京市,丰台区
中国人民大学附属小学亮甲分校,小学,北京市,北京市,海淀区
樱花园实验学校-小学部,小学,北京市,北京市,朝阳区
北京市海淀区张北希望小学,小学,北京市,北京市,海淀区
大兴区第九小学清源西里校区,小学,北京市,北京市,大兴区
北京市朝阳区老君堂小学,小学,北京市,北京市,朝阳区
中关村第三小学红山校区,小学,北京市,北京市,海淀区
北京市陈经纶中学分校小学部,小学,北京市,北京市,朝阳区
窦店中心小学,小学,北京市,北京市,房山区
北京市平谷区第一小学,小学,北京市,北京市,平谷区
西田各庄小学,小学,北京市,北京市,密云区
霍营中心半截塔小学,小学,北京市,北京市,昌平区
北京大学附属小学丰台分校,小学,北京市,北京市,丰台区
呼家楼中心小学(南校区),小学,北京市,北京市,朝阳区
京蓼学校,小学,北京市,北京市,房山区
大武基实验文武学校,小学,北京市,北京市,朝阳区
爱乐实验小学高年级部,小学,北京市,北京市,石景山区
七里渠中心豆各庄小学,小学,北京市,北京市,昌平区
昌平第二实验小学,小学,北京市,北京市,昌平区
育英学校西翠路校区,小学,北京市,北京市,海淀区
呼家楼中心小学(东校区),小学,北京市,北京市,朝阳区
北京小学(北线阁走读分校),小学,北京市,北京市,西城区
北京市丰台区大红门一小,小学,北京市,北京市,丰台区
海淀区教师进修学校附属实验小学,小学,北京市,北京市,海淀区
北京市朝阳实验小学南校,小学,北京市,北京市,朝阳区
昌平区南口镇小学,小学,北京市,北京市,昌平区
顺义区赵全营小学,小学,北京市,北京市,顺义区
北京市门头沟区京师实验小学,小学,北京市,北京市,门头沟区
垂杨柳中心小学本部低部,小学,北京市,北京市,朝阳区
清华附小昌平学校,小学,北京市,北京市,昌平区
东高地第三小学(西校区),小学,北京市,北京市,丰台区
励志区A座,小学,北京市,北京市,通州区
回龙观中心小学,小学,北京市,北京市,昌平区
北航实验学校小学部(西门),小学,北京市,北京市,海淀区
中央音乐学院附中小学部,小学,北京市,北京市,丰台区
北京市顺义区东风小学,小学,北京市,北京市,顺义区
卢沟桥第一小学校,小学,北京市,北京市,丰台区
垂杨柳中心小学本部高部,小学,北京市,北京市,朝阳区
北京市顺义区港馨小学,小学,北京市,北京市,顺义区
南邵中心何营小学,小学,北京市,北京市,昌平区
北京市朝阳区白家庄小学(科技园分校),小学,北京市,北京市,朝阳区
北京丰台第五小学鸿业校区,小学,北京市,北京市,丰台区
巩华中心第二小学,小学,北京市,北京市,昌平区
垂杨柳中心小学劲松分校,小学,北京市,北京市,朝阳区
北京实验二小玉桃园分校,小学,北京市,北京市,西城区
磁家务小学,小学,北京市,北京市,房山区
夏各庄中心小学,小学,北京市,北京市,平谷区
北京市丰台区长辛店第七小学,小学,北京市,北京市,丰台区
延庆区西二道河中心小学,小学,北京市,北京市,延庆区
二外附中瑞祥民族小学部,小学,北京市,北京市,朝阳区
天坛东里小学,小学,北京市,北京市,东城区
未来科技城第一小学,小学,北京市,北京市,昌平区
七里渠中心白各庄小学,小学,北京市,北京市,昌平区
石景山区第二实验小学,小学,北京市,北京市,石景山区
北京市石景山区麻峪小学,小学,北京市,北京市,石景山区
西二旗小学,小学,北京市,北京市,海淀区
北京第二实验小学永定分校,小学,北京市,北京市,门头沟区
石景山外语实验小学分校,小学,北京市,北京市,石景山区
北京市丰台区卢沟桥第二小学,小学,北京市,北京市,丰台区
北京市金盏学校,小学,北京市,北京市,朝阳区
黄城根小学分校(东廊下胡同),小学,北京市,北京市,西城区
北京市海淀区东升实验小学,小学,北京市,北京市,海淀区
大红门第一小学西校区,小学,北京市,北京市,丰台区
大东流中心小学,小学,北京市,北京市,昌平区
城北中心三街小学,小学,北京市,北京市,昌平区
北京第二实验小学(涭水河分校),小学,北京市,北京市,西城区
北京市第一六一中学附属小学,小学,北京市,北京市,西城区
首都师范大学实验小学(南校区),小学,北京市,北京市,海淀区
魏善庄镇第二中心小学,小学,北京市,北京市,大兴区
魏善庄岳家务小学,小学,北京市,北京市,大兴区
马坡第二小学,小学,北京市,北京市,顺义区
清华大学附属小学CBD实验小学(二校区),小学,北京市,北京市,朝阳区
海特花园小学,小学,北京市,北京市,石景山区
北京市石景山区水泥厂小学,小学,北京市,北京市,石景山区
清华东路小学,小学,北京市,北京市,海淀区
北京市赵登禹学校东校区,小学,北京市,北京市,丰台区
顺义区东风小学裕龙校区,小学,北京市,北京市,顺义区
北京大学附属小学肖家河分校,小学,北京市,北京市,海淀区
葫芦垡中心小学,小学,北京市,北京市,房山区
北京交通大学附属小学(东校区),小学,北京市,北京市,海淀区
北新桥小学,小学,北京市,北京市,东城区
八一古将小学,小学,北京市,北京市,昌平区
府学,小学,北京市,北京市,东城区
北京市东城区东四七条小学,小学,北京市,北京市,东城区
马池口中心百泉庄小学,小学,北京市,北京市,昌平区
亭自庄学校小学部,小学,北京市,北京市,昌平区
古城第二小学分校,小学,北京市,北京市,石景山区
育民小学(南校区),小学,北京市,北京市,西城区
平西府中心东沙各庄小学,小学,北京市,北京市,昌平区
康乐里小学明理校区,小学,北京市,北京市,西城区
北京教育学院附属海淀实验小学,小学,北京市,北京市,海淀区
北京市朝阳区安民学校(东八间校区),小学,北京市,北京市,朝阳区
海淀区实验小学丰台分校(莲宝中路),小学,北京市,北京市,丰台区
垂杨柳中心小学(杨柳校区),小学,北京市,北京市,朝阳区
北京第二实验小学(玉桃园分校),小学,北京市,北京市,西城区
朝阳区第二实验小学管庄校区,小学,北京市,北京市,朝阳区
黄胄艺术实验小学,小学,北京市,北京市,朝阳区
龙泉镇成人学校龙泉雾小学分校,小学,北京市,北京市,门头沟区
西罗园学校,小学,北京市,北京市,丰台区
分院附属小学,小学,北京市,北京市,石景山区
北京四中璞瑅学校-黄城根小学分校,小学,北京市,北京市,丰台区
北京市丰台区和义学校(东校区),小学,北京市,北京市,丰台区
丰台区第一小学远洋分校,小学,北京市,北京市,丰台区
北京十一学校九渡河小学,小学,北京市,北京市,怀柔区
首都师范大学附属云岗小学南校区,小学,北京市,北京市,丰台区
北京实验学校小学,小学,北京市,北京市,海淀区
东高房小学,小学,北京市,北京市,东城区
北京市朝阳区朝阳第二实验小学双桥分校,小学,北京市,北京市,朝阳区
北京铁路实验小学,小学,北京市,北京市,海淀区
首都医科大学附属小学,小学,北京市,北京市,丰台区
爱乐实验小学,小学,北京市,北京市,石景山区
国学小学,小学,北京市,北京市,东城区
北京市第一实验小学虎坊桥校区,小学,北京市,北京市,西城区
北京市丰台区槐房小学,小学,北京市,北京市,丰台区
史家实验学校低年级部,小学,北京市,北京市,东城区
安民学校(单店校区),小学,北京市,北京市,朝阳区
南磨房中心小学低部,小学,北京市,北京市,朝阳区
海淀实验小学,小学,北京市,北京市,海淀区
五里坨小学,小学,北京市,北京市,石景山区
上地实验小学,小学,北京市,北京市,海淀区
垂扬柳中心小学,小学,北京市,北京市,朝阳区
沿河中心小学校,小学,北京市,北京市,顺义区
宣武回民小学,小学,北京市,北京市,西城区
朝阳区第二实验小学双桥校区(低部),小学,北京市,北京市,朝阳区
北京市平谷区大华山中心小学,小学,北京市,北京市,平谷区
丰台第二小学求实馆,小学,北京市,北京市,丰台区
北京第二外国语学院附属小学,小学,北京市,北京市,朝阳区
北京市宣武回民小学西里二校区,小学,北京市,北京市,西城区
北京师范大学奥林匹克花园实验小学,小学,北京市,北京市,朝阳区
花园村第二小学(分校),小学,北京市,北京市,海淀区
通州区民族小学,小学,北京市,北京市,通州区
北京十一学校丰台小学,小学,北京市,北京市,丰台区
海淀实验,小学,北京市,北京市,海淀区
芳城园小学,小学,北京市,北京市,丰台区
爱乐实验小学科艺楼,小学,北京市,北京市,石景山区
海淀区二里沟学区-花园村第二小学,小学,北京市,北京市,海淀区
志成小学,小学,北京市,北京市,西城区
樱花园实验学校小学部教学楼,小学,北京市,北京市,朝阳区
白庙小学,小学,北京市,北京市,昌平区
泰陵园小学,小学,北京市,北京市,昌平区
翠微小学(南校区),小学,北京市,北京市,海淀区
芳古园小学东校,小学,北京市,北京市,丰台区
九渡河镇黄花城小学,小学,北京市,北京市,怀柔区
北京市朝阳区日坛小学,小学,北京市,北京市,朝阳区
中国传媒大学附属小学(低部),小学,北京市,北京市,朝阳区
首都经济贸易大学附属小学,小学,北京市,北京市,丰台区
万泉小学小南庄校区,小学,北京市,北京市,海淀区
中国传媒大学附属小学(中部),小学,北京市,北京市,朝阳区
北京医科大学附属小学,小学,北京市,北京市,海淀区
五路通小学年级部,小学,北京市,北京市,西城区
永丰中心小学,小学,北京市,北京市,海淀区
丰台第一小学(长辛店分校),小学,北京市,北京市,丰台区
